data_provider_1,data_provider_2,system_ID_1,system_ID_2,installation_date,system_size_DC,total_installed_price,rebate_or_grant,customer_segment,expansion_system,multiple_phase_system,new_construction,tracking,ground_mounted,zip_code,city,state,utility_service_territory,third_party_owned,installer_name,self_installed,azimuth_1,azimuth_2,azimuth_3,tilt_1,tilt_2,tilt_3,module_manufacturer_1,module_model_1,module_quantity_1,module_manufacturer_2,module_model_2,module_quantity_2,module_manufacturer_3,module_model_3,module_quantity_3,additional_modules,technology_module_1,technology_module_2,technology_module_3,BIPV_module_1,BIPV_module_2,BIPV_module_3,bifacial_module_1,bifacial_module_2,bifacial_module_3,nameplate_capacity_module_1,nameplate_capacity_module_2,nameplate_capacity_module_3,efficiency_module_1,efficiency_module_2,efficiency_module_3,inverter_manufacturer_1,inverter_model_1,inverter_quantity_1,inverter_manufacturer_2,inverter_model_2,inverter_quantity_2,inverter_manufacturer_3,inverter_model_3,inverter_quantity_3,additional_inverters,micro_inverter_1,micro_inverter_2,micro_inverter_3,built_in_meter_inverter_1,built_in_meter_inverter_2,built_in_meter_inverter_3,output_capacity_inverter_1,output_capacity_inverter_2,output_capacity_inverter_3,DC_optimizer,inverter_loading_ratio,dateOfBatteryInstall,battery_manufacturer,battery_model,battery_rated_capacity_kW,battery_rated_capacity_kWh
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LG8-00237,-1,01-Aug-2004,2.88,20762,11016,RES,0,0,-1,0,-1,02703,"Attleboro",MA,"National Grid",-1,"Lighthouse Electrical Contracting Inc.Aldon Electric Inc.",0,204,-1,-1,30,-1,-1,"-1",-1,18,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.152,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00238,-1,15-Nov-2004,2.56,17150.08,9792,RES,0,0,-1,1,1,02535,"Chilmark",MA,"NSTAR DBA EverSource",-1,"Bennett Electric Amp Solar",0,180,-1,-1,40,-1,-1,"-1",-1,16,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Fronius International GmbH","IG 3000",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.7,-1,-1,0,0.948148148148148,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00240,-1,13-May-2005,2.75,19000,10518.75,RES,0,0,-1,0,-1,02568,"Tisbury",MA,"NSTAR DBA EverSource",-1,"Mv Electricians",0,180,-1,-1,37,-1,-1,"-1",-1,22,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00241,-1,11-Oct-2004,2.58,14800,7344,RES,0,0,-1,0,-1,02535,"Chilmark",MA,"NSTAR DBA EverSource",-1,"Mv Electricians",0,180,-1,-1,40,-1,-1,"SANYO ELECTRIC CO LTD OF PANASONIC GROUP",HIT-N215A01,12,"-1",-1,-1,"-1",-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,215,-1,-1,0.172413793103448,-1,-1,"Fronius International GmbH","IG 3000",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.7,-1,-1,0,0.955555555555555,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00242,-1,26-Nov-2004,2.56,18800,9792,RES,0,0,-1,0,-1,02557,"Oak Bluffs",MA,"NSTAR DBA EverSource",-1,"Tj Design",0,205,-1,-1,30,-1,-1,"-1",-1,16,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Fronius International GmbH","IG 3000",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.7,-1,-1,0,0.948148148148148,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00243,-1,10-Nov-2004,2.56,18600,9792,RES,0,0,-1,0,-1,02575,"West Tisbury",MA,"NSTAR DBA EverSource",-1,"Mv Electricians",0,185,-1,-1,26,-1,-1,"-1",-1,16,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Fronius International GmbH","IG 3000",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.7,-1,-1,0,0.948148148148148,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00244,-1,18-Nov-2004,2.56,18800,9792,RES,0,0,-1,0,-1,02535,"Chilmark",MA,"NSTAR DBA EverSource",-1,"-1",0,175,-1,-1,26,-1,-1,"-1",-1,16,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Fronius International GmbH","IG 3000",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.7,-1,-1,0,0.948148148148148,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00245,-1,15-Nov-2004,3,20197.5,11475,RES,0,0,-1,0,-1,02556,"Falmouth",MA,"NSTAR DBA EverSource",-1,"Tj Design",0,215,-1,-1,38,-1,-1,"-1",-1,10,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Fronius International GmbH","IG 3000",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.7,-1,-1,0,1.11111111111111,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-KP15-00247,-1,24-Nov-2004,2.22,19471.15,9990,RES,0,0,-1,1,1,01370,"Buckland",MA,"WMECO DBA EverSource",-1,"PV Squared",0,180,-1,-1,-1,-1,-1,"-1",-1,12,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Fronius International GmbH","IG 2000",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2,-1,-1,0,1.11,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-KP15-00248,-1,20-Dec-2004,1.52,13066.85,6840,RES,0,0,-1,0,-1,01301,"Greenfield",MA,"WMECO DBA EverSource",-1,"PV Squared",0,180,-1,-1,32,-1,-1,"SANYO ELECTRIC CO LTD OF PANASONIC GROUP",HIP-190DA3,8,"-1",-1,-1,"-1",-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,190,-1,-1,0.156610874729434,-1,-1,"PV Powered","PVP1100",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,1.1,-1,-1,0,1.38181818181818,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-KP15-00249,-1,09-Feb-2005,4.44,34558.82,19980,RES,0,0,-1,0,-1,01370,"Shelburne",MA,"WMECO DBA EverSource",-1,"PV Squared",0,180,-1,-1,65,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Fronius International GmbH","IG 2000",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-KP15-00250,-1,27-Apr-2005,1.48,15125,6660,RES,0,0,-1,0,-1,01351,"Montague",MA,"WMECO DBA EverSource",-1,"PV Squared",0,179,-1,-1,35,-1,-1,"-1",-1,8,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-KP15-00251,-1,28-Nov-2004,2.22,24058,9990,RES,0,0,-1,1,1,01301,"Greenfield",MA,"WMECO DBA EverSource",-1,"PV Squared",0,180,-1,-1,-1,-1,-1,"-1",-1,12,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Fronius International GmbH","IG 2000",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2,-1,-1,0,1.11,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-KP15-00252,-1,01-Nov-2004,2.28,20420,10260,RES,0,0,-1,0,-1,01002,"Amherst",MA,"WMECO DBA EverSource",-1,"PV Squared",0,185,-1,-1,45,-1,-1,"SANYO ELECTRIC CO LTD OF PANASONIC GROUP",HIP-190DA3,12,"-1",-1,-1,"-1",-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,190,-1,-1,0.156610874729434,-1,-1,"Fronius International GmbH","IG 2000",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2,-1,-1,0,1.14,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-KP15-00253,-1,07-Jun-2005,1.52,16220.13,6840,RES,0,0,-1,0,-1,01053,"Northampton",MA,"National Grid",-1,"PV Squared",0,180,-1,-1,18,-1,-1,"SANYO ELECTRIC CO LTD OF PANASONIC GROUP",HIP-190DA3,8,"-1",-1,-1,"-1",-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,190,-1,-1,0.156610874729434,-1,-1,"Fronius International GmbH","IG 2000",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2,-1,-1,0,0.76,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-KP15-00254,-1,27-May-2005,3.04,25840,13680,RES,0,1,-1,0,-1,01373,"Deerfield",MA,"WMECO DBA EverSource",-1,"PV Squared",0,195,-1,-1,18,-1,-1,"SANYO ELECTRIC CO LTD OF PANASONIC GROUP",HIP-190DA3,16,"-1",-1,-1,"-1",-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,190,-1,-1,0.156610874729434,-1,-1,"Fronius International GmbH","IG 3000",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.7,-1,-1,0,1.12592592592593,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-KP15-00255,-1,03-May-2005,15.84,149770,71280,GOV,0,0,-1,1,1,01339,"Charlemont",MA,"National Grid",-1,"PV Squared",0,180,-1,-1,-1,-1,-1,"Merlin Solar Technologies, Inc.",FX165L,96,"-1",-1,-1,"-1",-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,165,-1,-1,0.148247978436658,-1,-1,"Fronius International GmbH","IG 2000",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00256,-1,04-Dec-2004,1.8,14557.5,6885,RES,0,0,-1,0,-1,02666,"Truro",MA,"NSTAR DBA EverSource",-1,"Tj Design",0,220,-1,-1,30,-1,-1,"-1",-1,6,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,0.857142857142857,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-BF54-00257,-1,18-Nov-2004,2.64,26551.58,11880,RES,0,0,-1,0,-1,01037,"Hardwick",MA,"National Grid",-1,"Solar Works",0,180,-1,-1,45,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.056,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-BF54-00258,-1,08-Dec-2004,2.64,25896.38,11880,RES,0,0,-1,0,-1,01002,"Amherst",MA,"WMECO DBA EverSource",-1,"Solar Works",0,181,-1,-1,34,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.056,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LG8-00259,-1,04-Sep-2004,2.88,15308,11016,RES,0,0,-1,0,-1,02169,"Quincy",MA,"National Grid",-1,"Lighthouse Electrical Contracting Inc.Aldon Electric Inc.",0,239,-1,-1,30,-1,-1,"-1",-1,18,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.152,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LG8-00260,-1,12-Oct-2004,2.88,20962,11016,RES,0,0,-1,0,-1,02703,"Attleboro",MA,"National Grid",-1,"Lighthouse Electrical Contracting Inc.Aldon Electric Inc.",0,149,-1,-1,25,-1,-1,"-1",-1,18,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.152,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-BF54-00261,-1,29-Dec-2004,4.14,39084.16,18630,RES,0,0,-1,0,-1,01007,"Belchertown",MA,"National Grid",-1,"Solar Works",0,210,-1,-1,30,-1,-1,"-1",-1,36,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"SMA America",SWR 2500U,1,"-1",-1,-1,0,0,0,-1,0,1,-1,2.1,2.5,-1,0,0.9,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00262,-1,18-Oct-2004,1.8,14557.5,6885,RES,0,0,-1,0,-1,02631,"Brewster",MA,"NSTAR DBA EverSource",-1,"Tj Design",0,190,-1,-1,23,-1,-1,"-1",-1,6,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,0.857142857142857,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,GBI-SR224-00263,-1,22-Oct-2004,47.7,499129,500000,COM,0,0,-1,0,-1,02127,"Boston",MA,"NSTAR DBA EverSource",-1,"Northern Pacific Power",0,180,-1,-1,7,-1,-1,"-1",-1,159,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",20,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.954,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-JW175-00264,-1,15-Jul-2004,1.2,10800,5400,RES,0,0,-1,0,-1,01035,"Hadley",MA,"WMECO DBA EverSource",-1,"Berkshire Photovoltaic Services (BPVS)",0,164,-1,-1,30,-1,-1,"-1",-1,4,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-JW175-00265,-1,16-Oct-2004,2.4,20940,10800,RES,0,0,-1,0,-1,01002,"Pelham",MA,"WMECO DBA EverSource",-1,"Berkshire Photovoltaic Services (BPVS)",0,180,-1,-1,18,-1,-1,"-1",-1,8,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.96,-1,"-1",-1,-1,-1
